nomattribuant;idattribuant;annee;dateconvention;referencedecision;nombeneficiaire;idbeneficiaire;rnabeneficiaire;categorietiers;objet;montant;nature;naturecomptable;conditionsversement;datesperiodeversement;idrae;notificationue;pourcentagesubvention;dispositifaide;gid
Commune de Lyon;21690123100011;2021;2021-05-27;2021/765;UFCS FR FORMATION INSERTION;51040157300017;;50-Personnes morales de droits privé autres qu'organismes sociaux;UNION FEMININE CIVIQUE ET SOCIALE - UFCS  INSERTION PROFESSIONNELLE ET ACCUEIL PETITE ENFANCE;3000,0;aide en numéraire;fonctionnement;unique;2021-11-16;;False;1,0;;5410
Commune de Lyon;21690123100011;2021;2021-05-27;2021/765;UFCS FR FORMATION INSERTION;51040157300017;;50-Personnes morales de droits privé autres qu'organismes sociaux;UNION FEMININE CIVIQUE ET SOCIALE - UFCS  INTERCULTUREL AU TRAVAIL : DECOUVERTE ET TRANSVERSALITE DES METIERS;10500,0;aide en numéraire;fonctionnement;unique;2021-11-16;;False;1,0;;5411
Commune de Lyon;21690123100011;2021;2021-05-27;2021/765;UFCS FR FORMATION INSERTION;51040157300017;;50-Personnes morales de droits privé autres qu'organismes sociaux;UNION FEMININE CIVIQUE ET SOCIALE - UFCS  POLE D'ACCUEIL DE PROXIMITE EMPLOI FORMATION 3°/7°;13640,0;aide en numéraire;fonctionnement;unique;2021-11-16;;False;1,0;;5412
Commune de Lyon;21690123100011;2021;;2021/0971;CERCLE LYONNAIS DES SOURDS CLUB SENIORS;51061495100018;;50-Personnes morales de droits privé autres qu'organismes sociaux;Activités culturelles et de loisirs pour lutter contre l'isolement des personnes âgées sourdes.;1500,0;aide en numéraire;fonctionnement;unique;2021-08-11;;False;1,0;;5413
Commune de Lyon;21690123100011;2021;;2021/547;LYON  ECHECS PASSION 64;51094317800028;;50-Personnes morales de droits privé autres qu'organismes sociaux;LYON ECHECS PASSION 64;2500,0;aide en numéraire;fonctionnement;unique;2021-02-13;;False;1,0;;5414
Commune de Lyon;21690123100011;2021;;2021/959;LYON  ECHECS PASSION 64;51094317800028;;50-Personnes morales de droits privé autres qu'organismes sociaux;LYON ECHECS PASSION 64  AIDE A LA REPRISE;2500,0;aide en numéraire;fonctionnement;unique;2021-07-22;;False;1,0;;5415
Commune de Lyon;21690123100011;2021;;2021/931;DOCUMENTS D ARTISTES RHONE ALPES;51112592400015;;50-Personnes morales de droits privé autres qu'organismes sociaux;Documents d'artistes - FIC 2021;2000,0;aide en numéraire;fonctionnement;unique;2021-11-04;;False;1,0;;5416
Commune de Lyon;21690123100011;2021;;;FOOTBALL CLUB DU POINT DU JOUR;51157378400010;;50-Personnes morales de droits privé autres qu'organismes sociaux;;112243,0;aide en nature;fonctionnement;;;;;;;5417
Commune de Lyon;21690123100011;2022;;2022/2060;OCCE MATERNELLE FULCHIRON;;;25-Caisse des écoles;TSCO - MATERNELLE FULCHIRON OCCE   PROJET : PIL - MATNERLLE FULCHIRON - ZOOM SUR LE MICROCOSME  P.12 DE L'ANNEXE, DELIB N°2022/2060 DU CM DU 20.09.2022.;410,0;aide en numéraire;;unique;2022-11-30;;False;1,0;;7060
Commune de Lyon;21690123100011;2022;;2022/2060;OCCE MATERNELLE FULCHIRON;;;25-Caisse des écoles;TSCO MATERNELLE FULCHIRON  Projet : PIL - Interculturalité et voyage à l'école   P.18 de l'annexe, delib N°2022/2060 du CM du 20.02.2022.;410,0;aide en numéraire;;unique;2022-11-30;;False;1,0;;7061
Commune de Lyon;21690123100011;2021;;2021/932;A SHORT TERM EFFECT;51179327500021;;50-Personnes morales de droits privé autres qu'organismes sociaux;A Short Term Effect - FIC 2021;5000,0;aide en numéraire;fonctionnement;unique;2021-09-18;;False;1,0;;5420
Commune de Lyon;21690123100011;2021;;2021/969;LES AMIS DE CHARCOT;51208407000014;;50-Personnes morales de droits privé autres qu'organismes sociaux;Les Amis de Charcot - fonctionnement;800,0;aide en numéraire;fonctionnement;unique;2021-07-24;;False;1,0;;5421
Commune de Lyon;21690123100011;2021;;;CARGO;51224423700024;;50-Personnes morales de droits privé autres qu'organismes sociaux;;58675,0;aide en nature;fonctionnement;;;;;;;5422
Commune de Lyon;21690123100011;2022;;;OCCE MATERNELLE GEORGES LAPIERRE;;;25-Caisse des écoles;SUBV CREDITS LIBRES E408 EM G LAPIERRE;299,0;aide en numéraire;;unique;2022-05-21;;False;1,0;;7062
Commune de Lyon;21690123100011;2021;;2021-929;DUR ET DOUX;51236024900050;;50-Personnes morales de droits privé autres qu'organismes sociaux;DUR ET DOUX   - FIMA 2021;8000,0;aide en numéraire;fonctionnement;unique;2021-10-08;;False;1,0;;5424
Commune de Lyon;21690123100011;2021;;2021/769;ARC EN CIEL FRANCE;51261565900046;;50-Personnes morales de droits privé autres qu'organismes sociaux;ARCENCIEL FRANCE  JARDIN JEAN MACE;1000,0;aide en numéraire;fonctionnement;unique;2021-08-14;;False;1,0;;5425
Commune de Lyon;21690123100011;2021;;;L'INEFFABLE THEATRE;51328886000028;;50-Personnes morales de droits privé autres qu'organismes sociaux;INEFFABLE THEATRE -Equipt 2020;2000,0;aide en numéraire;investissement;unique;2021-04-08;;False;1,0;;5426
Commune de Lyon;21690123100011;2021;;2021_928;L'INEFFABLE THEATRE;51328886000028;;50-Personnes morales de droits privé autres qu'organismes sociaux;L'Ineffable Théâtre - FIC fct 2021;3000,0;aide en numéraire;fonctionnement;unique;2021-07-22;;False;1,0;;5427
Commune de Lyon;21690123100011;2021;;2021/969;RTT COMME RETRAITE;51354813100012;;50-Personnes morales de droits privé autres qu'organismes sociaux;Association RTT - fonctionnement;800,0;aide en numéraire;fonctionnement;unique;2021-11-17;;False;1,0;;5428
Commune de Lyon;21690123100011;2021;;2021-944;ECOLE LYONNAISE DES CUIVRES;51388825500025;;50-Personnes morales de droits privé autres qu'organismes sociaux;Ecole lyonnaise des Cuivres - Ecoles de musique 2021;4000,0;aide en numéraire;fonctionnement;unique;2021-07-20;;False;1,0;;5429
Commune de Lyon;21690123100011;2021;;2021/969;EGPE LYON RHONE;51425840900010;;50-Personnes morales de droits privé autres qu'organismes sociaux;Ecole des Grands-parents Européens de Lyon - fonctionnement;500,0;aide en numéraire;fonctionnement;unique;2021-07-31;;False;1,0;;5430
Commune de Lyon;21690123100011;2021;2021-05-27;2021/765;ECOLE DEUXIEME CHANCE RHONE LYON METROPOLE;51478978300016;;50-Personnes morales de droits privé autres qu'organismes sociaux;ASSOCIATION ECOLE DE LA DEUXIEME CHANCE RHONE LYON METROPOLE - E2C  INSERTION PROFESSIONNELLE DES JEUNES ADULTES EN DIFFICULTE;40000,0;aide en numéraire;fonctionnement;unique;2021-11-05;;False;1,0;;5431
Commune de Lyon;21690123100011;2021;2021-05-27;2021/765;ECOLE DEUXIEME CHANCE RHONE LYON METROPOLE;51478978300016;;50-Personnes morales de droits privé autres qu'organismes sociaux;ECOLE DE LA DEUXIEME CHANCE RHONE LYON METROPOLE E2C  FAVORISER L'INSERTION PROFESSIONNELLE DES JEUNES ADULTES;40000,0;aide en numéraire;fonctionnement;unique;2021-11-05;;False;1,0;;5432
Commune de Lyon;21690123100011;2021;;2021_928;COMPAGNIE NEUVE;51740173300038;;50-Personnes morales de droits privé autres qu'organismes sociaux;COMPAGNIE NEUVE FIC FCT 2021;3000,0;aide en numéraire;fonctionnement;échelonné;2021-07-22,2021-12-14;;False;1,0;;5433
Commune de Lyon;21690123100011;2021;;2021/970;VIRAGES SANTE;51764763200044;;50-Personnes morales de droits privé autres qu'organismes sociaux;VIRAGES SANTE   SIDACTION;4190,0;aide en numéraire;fonctionnement;unique;2021-10-19;;False;1,0;;5434
Commune de Lyon;21690123100011;2021;;2021/1179;COMITE DES FETES DE MONPLAISIR;51846979600016;;50-Personnes morales de droits privé autres qu'organismes sociaux;COMITE DES FETES MONPLAISIR - PATINOIRE FETES FIN D'ANNEE 2021;15000,0;aide en numéraire;fonctionnement;unique;2021-11-03;;False;1,0;;5435
Commune de Lyon;21690123100011;2021;;;Personne physique (anonymisée);51869183700026;;01-Personnes physiques;Fonds d'urgence;5000,0;aide en numéraire;fonctionnement;unique;2021-10-21;;False;1,0;;5436
Commune de Lyon;21690123100011;2021;;2021/969;LE PATIO DES AINES;51874534400029;;50-Personnes morales de droits privé autres qu'organismes sociaux;Le Patio des Ainés - fonctionnement;3000,0;aide en numéraire;fonctionnement;unique;2021-07-24;;False;1,0;;5437
Commune de Lyon;21690123100011;2021;;2021/0971;GAMS RHONE ALPES;51925816400010;;50-Personnes morales de droits privé autres qu'organismes sociaux;Prévention et lutte contre les mutilations sexuelles féminines : animations groupes de paroles, accompagnements individuels, sensibilisation et formation des professionnels santé et action sociale.;1000,0;aide en numéraire;fonctionnement;unique;2021-08-11;;False;1,0;;5438
Commune de Lyon;21690123100011;2021;;2021/946;COMPAGNIE BRUNO BOEGLIN;51927202500031;;50-Personnes morales de droits privé autres qu'organismes sociaux;TLMD_CIE BRUNO BOEGLIN_LA FEMME DU BOULANGER SAISON 2;7000,0;aide en numéraire;fonctionnement;échelonné;2021-07-30,2021-11-09;;False;1,0;;5439
Commune de Lyon;21690123100011;2021;;2021-1083;JAZZ S RHONE ALPES AUVERGNE;52007283600015;;50-Personnes morales de droits privé autres qu'organismes sociaux;JAZZ RA - ENVELOPPE FONDS D'URGENCE 2021;12000,0;aide en numéraire;fonctionnement;unique;2021-11-04;;False;1,0;;5440
Commune de Lyon;21690123100011;2021;;2021/769;SOCIETE D ENCOURAGEMENT ECOLES LAIQUES;52019481200027;;50-Personnes morales de droits privé autres qu'organismes sociaux;SELGT  JARDIN GRAND TROU;3000,0;aide en numéraire;fonctionnement;unique;2021-09-18;;False;1,0;;5441
Commune de Lyon;21690123100011;2021;;2021/946;SOCIETE D ENCOURAGEMENT ECOLES LAIQUES;52019481200027;;50-Personnes morales de droits privé autres qu'organismes sociaux;TLMD_SELGT_JAZZ SUR LA ROUTE DE VIENNE;5000,0;aide en numéraire;fonctionnement;unique;2021-09-23;;False;1,0;;5442
Commune de Lyon;21690123100011;2021;;;CLUB SPORTIF LYON 8;52038855400013;;50-Personnes morales de droits privé autres qu'organismes sociaux;;43392,0;aide en nature;fonctionnement;;;;;;;5443
Commune de Lyon;21690123100011;2022;;;OCCE MATERNELLE GEORGES LAPIERRE;;;25-Caisse des écoles;SUBV. ASSURANCE E408 EM GEORGES LAPIERRE;20,98;aide en numéraire;;unique;2022-07-29;;False;1,0;;7063
Commune de Lyon;21690123100011;2022;;;OCCE MATERNELLE GEORGES LAPIERRE;;;25-Caisse des écoles;SUBV.INCE E408 EM GEORGES LAPIERRE;325,0;aide en numéraire;;unique;2022-09-29;;False;1,0;;7064
Commune de Lyon;21690123100011;2021;;2021/969;ASSOCIATION DE LA RESIDENCE RINCK;52049290100019;;50-Personnes morales de droits privé autres qu'organismes sociaux;Association de la Résidence RINCK - fonctionnement 2021;800,0;aide en numéraire;fonctionnement;unique;2021-07-24;;False;1,0;;5446
Commune de Lyon;21690123100011;2021;;2021/969;AMICALE DE LA RESIDENCE HENON CANUTS;52049763700014;;50-Personnes morales de droits privé autres qu'organismes sociaux;Amicale Résidence Hénon-Canut - fonctionnement;800,0;aide en numéraire;fonctionnement;unique;2021-07-24;;False;1,0;;5447
Commune de Lyon;21690123100011;2021;;2021-929;GRAND BUREAU;52061525300041;;50-Personnes morales de droits privé autres qu'organismes sociaux;GRAND BUREAU - FIMA 2021;10000,0;aide en numéraire;fonctionnement;unique;2021-08-12;;False;1,0;;5448
Commune de Lyon;21690123100011;2021;;2021_969;AMICALE DES SENIORS DE LA SAUVEGARDE;52075380700012;;50-Personnes morales de droits privé autres qu'organismes sociaux;Amicale des Séniors de la Sauvegarde - fonctionnement;800,0;aide en numéraire;fonctionnement;unique;2021-07-24;;False;1,0;;5449
Commune de Lyon;21690123100011;2021;;2021/942;INSTITUT FRANCAIS DE CIVILISATION MUSULMANE;52118958900018;;50-Personnes morales de droits privé autres qu'organismes sociaux;Institut Français de Civilisation Musulmane   Création d'un dispositif de formation linguistique en langue française à visée sociale et professionnelle;10000,0;aide en numéraire;fonctionnement;unique;2021-11-30;;False;1,0;;5450
Commune de Lyon;21690123100011;2021;;2021_955;INSTITUT FRANCAIS DE CIVILISATION MUSULMANE;52118958900018;;50-Personnes morales de droits privé autres qu'organismes sociaux;Institut Français de Civilisation Musulmane - FIC 2021;45000,0;aide en numéraire;fonctionnement;unique;2021-12-09;;False;1,0;;5451
Commune de Lyon;21690123100011;2021;;2021/587;ARLYMET;52273894700012;;50-Personnes morales de droits privé autres qu'organismes sociaux;Association Retraités de la ville de LYon et METropole de Lyon;45,0;aide en numéraire;fonctionnement;unique;2021-05-28;;False;1,0;;5499
Commune de Lyon;21690123100011;2021;;2020/428;UNION SPORTIVE CULTURELLE BRIAND;52129794500011;;50-Personnes morales de droits privé autres qu'organismes sociaux;7° TSCO ELEMENTAIRE ARISTIDE BRIAND.   Projet: CE2 séjour.   Page 4, Délib n°2020/428 du 17/12/2020.;12000,0;aide en numéraire;fonctionnement;unique;2021-01-21;;False;1,0;;5452
Commune de Lyon;21690123100011;2021;;2020/428;UNION SPORTIVE CULTURELLE BRIAND;52129794500011;;50-Personnes morales de droits privé autres qu'organismes sociaux;7° TSCO ELEMENTAIRE ARISTIDE BRIAND.   Projet: CM2 séjour.   Page 4, Délib n°2020/428 du 17/12/2020.;8000,0;aide en numéraire;fonctionnement;unique;2021-01-21;;False;1,0;;5453
Commune de Lyon;21690123100011;2021;;2021/1041;UNION SPORTIVE CULTURELLE BRIAND;52129794500011;;50-Personnes morales de droits privé autres qu'organismes sociaux;7° TSCO UNION SPORTIVE ET CULTURELLE BRIAND  (ELEMENTAIRE ARISTIDE BRIAND).   Projet : Citoyen.    Page 14 de l'annexe, Délib n°2021/1041 du CM du 30/09/2021.;3000,0;aide en numéraire;fonctionnement;unique;2021-10-26;;False;1,0;;5454
Commune de Lyon;21690123100011;2021;;2021/1041;UNION SPORTIVE CULTURELLE BRIAND;52129794500011;;50-Personnes morales de droits privé autres qu'organismes sociaux;7° TSCO UNION SPORTIVE ET CULTURELLE BRIAND  (ELEMENTAIRE ARISTIDE BRIAND).   Projet : Confluence.    Page 13 de l'annexe, Délib n°2021/1041 du CM du 30/09/2021.;600,0;aide en numéraire;fonctionnement;unique;2021-10-26;;False;1,0;;5455
Commune de Lyon;21690123100011;2021;;2021/1041;UNION SPORTIVE CULTURELLE BRIAND;52129794500011;;50-Personnes morales de droits privé autres qu'organismes sociaux;7° TSCO UNION SPORTIVE ET CULTURELLE BRIAND  (ELEMENTAIRE ARISTIDE BRIAND).   Projet : Croix Rousse.    Page 14 de l'annexe, Délib n°2021/1041 du CM du 30/09/2021.;498,0;aide en numéraire;fonctionnement;unique;2021-10-26;;False;1,0;;5456
Commune de Lyon;21690123100011;2021;;2021/1041;UNION SPORTIVE CULTURELLE BRIAND;52129794500011;;50-Personnes morales de droits privé autres qu'organismes sociaux;7° TSCO UNION SPORTIVE ET CULTURELLE BRIAND  (ELEMENTAIRE ARISTIDE BRIAND).   Projet : Gadagne.     Page 13 de l'annexe, Délib n°2021/1041 du CM du 30/09/2021.;585,0;aide en numéraire;fonctionnement;unique;2021-10-26;;False;1,0;;5457
Commune de Lyon;21690123100011;2021;;2021/1041;UNION SPORTIVE CULTURELLE BRIAND;52129794500011;;50-Personnes morales de droits privé autres qu'organismes sociaux;7° TSCO UNION SPORTIVE ET CULTURELLE BRIAND  (ELEMENTAIRE ARISTIDE BRIAND).   Projet : Résistance.    Page 14 de l'annexe, Délib n°2021/1041 du CM du 30/09/2021.;1435,0;aide en numéraire;fonctionnement;unique;2021-10-26;;False;1,0;;5458
Commune de Lyon;21690123100011;2021;;;UNION SPORTIVE CULTURELLE BRIAND;52129794500011;;50-Personnes morales de droits privé autres qu'organismes sociaux;SUBV. CREDITS LIBRES E719 EE A.BRIAND;1531,8;aide en numéraire;fonctionnement;unique;2021-04-23;;False;1,0;;5459
Commune de Lyon;21690123100011;2021;;;UNION SPORTIVE CULTURELLE BRIAND;52129794500011;;50-Personnes morales de droits privé autres qu'organismes sociaux;SUBV. INCE E719 EE ARISTIDE BRIAND;2997,0;aide en numéraire;fonctionnement;unique;2021-04-23;;False;1,0;;5460
Commune de Lyon;21690123100011;2021;;;UNION SPORTIVE CULTURELLE BRIAND;52129794500011;;50-Personnes morales de droits privé autres qu'organismes sociaux;SUBV.ASSURANCE E719 EE ARISTIDE BRIAND;499,5;aide en numéraire;fonctionnement;unique;2021-06-19;;False;1,0;;5461
Commune de Lyon;21690123100011;2021;;2021/770;LALCA;52158805300020;;50-Personnes morales de droits privé autres qu'organismes sociaux;LALCA  HOSPITALITES 2021;5000,0;aide en numéraire;fonctionnement;unique;2021-09-24;;False;1,0;;5462
Commune de Lyon;21690123100011;2021;;2021/1244;LALCA;52158805300020;;50-Personnes morales de droits privé autres qu'organismes sociaux;LALCA - Action spécifique - complément 1ère subvention juillet 2021;2000,0;aide en numéraire;fonctionnement;unique;2021-12-14;;False;1,0;;5463
Commune de Lyon;21690123100011;2021;;2021/931;LALCA;52158805300020;;50-Personnes morales de droits privé autres qu'organismes sociaux;LALCA - FIC 2021;1000,0;aide en numéraire;fonctionnement;unique;2021-09-07;;False;1,0;;5464
Commune de Lyon;21690123100011;2021;;2021/968;LALCA;52158805300020;;50-Personnes morales de droits privé autres qu'organismes sociaux;LALCA - action 2021;2500,0;aide en numéraire;fonctionnement;unique;2021-07-31;;False;1,0;;5465
Commune de Lyon;21690123100011;2021;;2021_928;LA MEUTE;52175017400018;;50-Personnes morales de droits privé autres qu'organismes sociaux;COMPAGNIE LA MEUTE - FIC FCT 2021;9000,0;aide en numéraire;fonctionnement;unique;2021-12-03;;False;1,0;;5466
Commune de Lyon;21690123100011;2021;;2021/931;ASSOCIATION HF;52175388900026;;50-Personnes morales de droits privé autres qu'organismes sociaux;HF- FIC 2021;1000,0;aide en numéraire;fonctionnement;unique;2021-09-28;;False;1,0;;5467
Commune de Lyon;21690123100011;2021;;2021/0971;ASSOCIATION HF;52175388900026;;50-Personnes morales de droits privé autres qu'organismes sociaux;Mobilisation des acteurs culturels pour égalité F-H dans les arts et la culture.;2500,0;aide en numéraire;fonctionnement;unique;2021-09-17;;False;1,0;;5468
Commune de Lyon;21690123100011;2021;;;LYON METROPOLE TAEKWONDO;52176320100022;;50-Personnes morales de droits privé autres qu'organismes sociaux;;20210,0;aide en nature;fonctionnement;;;;;;;5469
Commune de Lyon;21690123100011;2022;;2022/2060;OCCE MATERNELLE GEORGES LAPIERRE;;;25-Caisse des écoles;TSCO - ELEMENTAIRE GEORGES LAPIERRE   PROJET : PIL - MATERNELLE GEROGES LAPIERRE  P.12 DE L'ANNEXE, DELIB N°2022/2060 DU CM DU 20.09.2022.;290,0;aide en numéraire;;unique;2022-11-30;;False;1,0;;7065
Commune de Lyon;21690123100011;2022;;;OCCE MATERNELLE GILBERT DRU;;;25-Caisse des écoles;SUBV CREDIT LIBRES E704 EM GILBERT DRU;722,2;aide en numéraire;;unique;2022-05-21;;False;1,0;;7066
Commune de Lyon;21690123100011;2021;;2021/945;COMITE DE COORDINATION DES ASSOS MQ VILLETT P BERT;52192604800013;;50-Personnes morales de droits privé autres qu'organismes sociaux;Enveloppe Evènements d'été 21 juin - FDM - Comité d'organisation des associations du quartier Villette-Paul Bert;2500,0;aide en numéraire;fonctionnement;unique;2021-09-01;;False;1,0;;5472
Commune de Lyon;21690123100011;2021;;2021/957;COMITE DE COORDINATION DES ASSOS MQ VILLETT P BERT;52192604800013;;50-Personnes morales de droits privé autres qu'organismes sociaux;MAISON DE QUARTIER VILLETTE PAUL BERT SUBVENTION 2021 AVA;3500,0;aide en numéraire;fonctionnement;échelonné;2021-09-25,2021-10-15;;False;1,0;;5473
Commune de Lyon;21690123100011;2021;;2021/1122;ASS FEDERATION NAT  RAPATRIES;52196059100019;;50-Personnes morales de droits privé autres qu'organismes sociaux;FEDERATION NATIONALE DES RAPATRIES  FONCTIONNEMENT;800,0;aide en numéraire;fonctionnement;unique;2021-11-09;;False;1,0;;5474
Commune de Lyon;21690123100011;2021;;2021-751;AFRICA 50;52198341100021;;50-Personnes morales de droits privé autres qu'organismes sociaux;Programmation 2021 visant à faire découvrir et à partager la culture africaine, caribéenne et océanienne;10000,0;aide en numéraire;fonctionnement;unique;2021-09-23;;False;1,0;;5475
